_1,_2
5218,1.1046221254112046E-4
5683,1.1046221254112046E-4
2097,1.1046221254112046E-4
5153,1.1046221254112046E-4
2053,1.1046221254112046E-4
7461,1.1046221254112046E-4
627,1.1046221254112046E-4
1236,1.1046221254112046E-4
2940,1.1046221254112046E-4
9265,1.1046221254112046E-4
9742,1.1046221254112046E-4
664,1.1046221254112046E-4
728,1.1046221254112046E-4
8970,1.1046221254112046E-4
5679,1.1046221254112046E-4
247,1.1046221254112046E-4
2399,1.1046221254112046E-4
2083,1.1046221254112046E-4
9696,1.1046221254112046E-4
1998,1.1046221254112046E-4
6162,1.1046221254112046E-4
5627,1.1046221254112046E-4
5658,1.1046221254112046E-4
1914,1.1046221254112046E-4
6312,1.1046221254112046E-4
3427,1.1046221254112046E-4
824,1.1046221254112046E-4
5065,1.1046221254112046E-4
3158,1.1046221254112046E-4
4716,1.1046221254112046E-4
1661,1.1046221254112046E-4
1810,1.046221254112045E-5
4149,1.1046221254112046E-4
3319,1.1046221254112046E-4
4271,1.1046221254112046E-4
6859,1.1046221254112046E-4
9368,1.1046221254112046E-4
3916,1.1046221254112046E-4
7620,1.1046221254112046E-4
5730,1.1046221254112046E-4
9023,1.1046221254112046E-4
2147,1.1046221254112046E-4
691,1.1046221254112046E-4
3251,1.1046221254112046E-4
3356,1.1046221254112046E-4
2277,1.1046221254112046E-4
7814,1.1046221254112046E-4
314,1.1046221254112046E-4
7105,5.361207531120449E-6
3543,1.1046221254112046E-4
9002,2.17654197831244E-6
