_1,_2
3432,1.1046221254112046E-4
5881,1.1046221254112046E-4
5587,1.1046221254112046E-4
7677,1.1046221254112046E-4
1281,1.1046221254112046E-4
749,1.1046221254112046E-4
8192,1.1046221254112046E-4
9284,1.1046221254112046E-4
1474,1.1046221254112046E-4
9159,1.1046221254112046E-4
7273,1.1046221254112046E-4
1408,8.452212541120449E-6
1842,1.1046221254112046E-4
9584,1.1046221254112046E-4
426,1.1046221254112046E-4
8136,1.1046221254112046E-4
8245,1.1046221254112046E-4
7149,1.1046221254112046E-4
1120,1.1046221254112046E-4
7622,1.1046221254112046E-4
3230,1.1046221254112046E-4
718,1.1046221254112046E-4
8285,1.1046221254112046E-4
8357,1.1046221254112046E-4
1105,5.361207531120449E-6
6226,1.1046221254112046E-4
6566,1.1046221254112046E-4
4049,1.1046221254112046E-4
3995,1.1046221254112046E-4
6920,1.1046221254112046E-4
9591,1.1046221254112046E-4
2390,1.1046221254112046E-4
4284,1.1046221254112046E-4
1554,1.1046221254112046E-4
3748,1.1046221254112046E-4
5012,1.1046221254112046E-4
3559,1.1046221254112046E-4
7357,1.1046221254112046E-4
574,1.1046221254112046E-4
7659,1.1046221254112046E-4
4954,1.1046221254112046E-4
303,3.2486773304194495E-6
7992,1.1046221254112046E-4
9245,1.1046221254112046E-4
6872,1.1046221254112046E-4
2816,1.1046221254112046E-4
8472,1.1046221254112046E-4
8711,1.1046221254112046E-4
4942,1.1046221254112046E-4
6497,1.1046221254112046E-4
4802,2.17654197831244E-6
