_1,_2
1140,1.1046221254112046E-4
7988,1.1046221254112046E-4
8230,1.1046221254112046E-4
256,1.1046221254112046E-4
6109,9.462212541120451E-6
7219,1.1046221254112046E-4
7936,1.1046221254112046E-4
1308,8.452212541120449E-6
2016,1.1046221254112046E-4
5007,7.432112541120451E-6
1364,1.1046221254112046E-4
8139,1.1046221254112046E-4
2330,1.1046221254112046E-4
2615,1.1046221254112046E-4
9472,1.1046221254112046E-4
1131,1.1046221254112046E-4
3507,7.432112541120451E-6
8361,1.1046221254112046E-4
1604,4.31019748102045E-6
5714,1.1046221254112046E-4
6569,1.1046221254112046E-4
6922,1.1046221254112046E-4
7115,1.1046221254112046E-4
678,1.1046221254112046E-4
4275,1.1046221254112046E-4
2274,1.1046221254112046E-4
2100,1.1046221254112046E-4
714,1.1046221254112046E-4
6281,1.1046221254112046E-4
3094,1.1046221254112046E-4
1257,1.1046221254112046E-4
1042,1.1046221254112046E-4
195,1.1046221254112046E-4
4582,1.1046221254112046E-4
8435,1.1046221254112046E-4
98,1.1046221254112046E-4
1348,1.1046221254112046E-4
4753,1.1046221254112046E-4
4723,1.1046221254112046E-4
8634,1.1046221254112046E-4
6633,1.1046221254112046E-4
9064,1.1046221254112046E-4
6271,1.1046221254112046E-4
6229,1.1046221254112046E-4
911,1.1046221254112046E-4
1185,1.1046221254112046E-4
9219,1.1046221254112046E-4
1936,1.1046221254112046E-4
3275,1.1046221254112046E-4
1450,1.1046221254112046E-4
9530,1.1046221254112046E-4
933,1.1046221254112046E-4
5810,1.046221254112045E-5
7610,1.046221254112045E-5
9646,1.1046221254112046E-4
7889,1.1046221254112046E-4
1602,2.17654197831244E-6
3302,2.17654197831244E-6
