_1,_2
2564,1.1046221254112046E-4
7169,1.1046221254112046E-4
8628,1.1046221254112046E-4
974,1.1046221254112046E-4
9324,1.1046221254112046E-4
5934,1.1046221254112046E-4
4259,1.1046221254112046E-4
4119,1.1046221254112046E-4
4126,1.1046221254112046E-4
3087,1.1046221254112046E-4
9035,1.1046221254112046E-4
4512,1.1046221254112046E-4
1160,1.1046221254112046E-4
7817,1.1046221254112046E-4
7131,1.1046221254112046E-4
961,1.1046221254112046E-4
2971,1.1046221254112046E-4
673,1.1046221254112046E-4
5543,1.1046221254112046E-4
857,1.1046221254112046E-4
6108,8.452212541120449E-6
362,1.1046221254112046E-4
6939,1.1046221254112046E-4
6145,1.1046221254112046E-4
321,1.1046221254112046E-4
5427,1.1046221254112046E-4
5222,1.1046221254112046E-4
6237,1.1046221254112046E-4
8042,1.1046221254112046E-4
1533,1.1046221254112046E-4
8085,1.1046221254112046E-4
9488,1.1046221254112046E-4
5529,1.1046221254112046E-4
613,1.1046221254112046E-4
2479,1.1046221254112046E-4
2625,1.1046221254112046E-4
4725,1.1046221254112046E-4
4061,1.1046221254112046E-4
633,1.1046221254112046E-4
9898,1.1046221254112046E-4
5251,1.1046221254112046E-4
3149,1.1046221254112046E-4
