_1,_2
2444,1.1046221254112046E-4
880,1.1046221254112046E-4
2915,1.1046221254112046E-4
614,1.1046221254112046E-4
594,1.1046221254112046E-4
35,1.1046221254112046E-4
2080,1.1046221254112046E-4
5966,1.1046221254112046E-4
5709,9.462212541120451E-6
2324,1.1046221254112046E-4
4824,1.1046221254112046E-4
8281,1.1046221254112046E-4
1589,1.1046221254112046E-4
8596,1.1046221254112046E-4
6340,1.1046221254112046E-4
3499,1.1046221254112046E-4
9733,1.1046221254112046E-4
3571,1.1046221254112046E-4
9764,1.1046221254112046E-4
761,1.1046221254112046E-4
8579,1.1046221254112046E-4
583,1.1046221254112046E-4
1519,1.1046221254112046E-4
6285,1.1046221254112046E-4
7816,1.1046221254112046E-4
8373,1.1046221254112046E-4
503,3.2486773304194495E-6
6218,1.1046221254112046E-4
610,1.046221254112045E-5
7767,1.1046221254112046E-4
5749,1.1046221254112046E-4
5970,1.1046221254112046E-4
2445,1.1046221254112046E-4
1815,1.1046221254112046E-4
9432,1.1046221254112046E-4
7031,1.1046221254112046E-4
5999,1.1046221254112046E-4
7494,1.1046221254112046E-4
6332,1.1046221254112046E-4
8966,1.1046221254112046E-4
3468,1.1046221254112046E-4
7139,1.1046221254112046E-4
6354,1.1046221254112046E-4
8194,1.1046221254112046E-4
2649,1.1046221254112046E-4
1369,1.1046221254112046E-4
3900,1.1046221254112046E-4
1072,1.1046221254112046E-4
4768,1.1046221254112046E-4
3137,1.1046221254112046E-4
3065,1.1046221254112046E-4
4736,1.1046221254112046E-4
4343,1.1046221254112046E-4
8769,1.1046221254112046E-4
8855,1.1046221254112046E-4
8979,1.1046221254112046E-4
5052,1.1046221254112046E-4
4412,1.1046221254112046E-4
4552,1.1046221254112046E-4
5264,1.1046221254112046E-4
3545,1.1046221254112046E-4
1881,1.1046221254112046E-4
3966,1.1046221254112046E-4
7114,1.1046221254112046E-4
9987,1.1046221254112046E-4
3316,1.1046221254112046E-4
3875,1.1046221254112046E-4
7444,1.1046221254112046E-4
