_1,_2
8146,1.1046221254112046E-4
322,1.1046221254112046E-4
9731,1.1046221254112046E-4
5692,1.1046221254112046E-4
4531,1.1046221254112046E-4
8664,1.1046221254112046E-4
513,1.1046221254112046E-4
8145,1.1046221254112046E-4
5949,1.1046221254112046E-4
4167,1.1046221254112046E-4
3703,3.2486773304194495E-6
7912,1.1046221254112046E-4
1808,8.452212541120449E-6
8845,1.1046221254112046E-4
6142,1.1046221254112046E-4
6082,1.1046221254112046E-4
4624,1.1046221254112046E-4
9470,1.1046221254112046E-4
2848,1.1046221254112046E-4
5211,1.1046221254112046E-4
1133,1.1046221254112046E-4
9433,1.1046221254112046E-4
5030,1.1046221254112046E-4
6911,1.1046221254112046E-4
1016,1.1046221254112046E-4
5867,1.1046221254112046E-4
6678,1.1046221254112046E-4
3657,1.1046221254112046E-4
8627,1.1046221254112046E-4
78,1.1046221254112046E-4
2396,1.1046221254112046E-4
9867,1.1046221254112046E-4
3577,1.1046221254112046E-4
9258,1.1046221254112046E-4
6378,1.1046221254112046E-4
8231,1.1046221254112046E-4
4697,1.1046221254112046E-4
7283,1.1046221254112046E-4
8051,1.1046221254112046E-4
1005,5.361207531120449E-6
9018,1.1046221254112046E-4
9925,1.1046221254112046E-4
5457,1.1046221254112046E-4
5920,1.1046221254112046E-4
918,1.1046221254112046E-4
