_1,_2
9017,1.1046221254112046E-4
3174,1.1046221254112046E-4
9916,1.1046221254112046E-4
4911,1.1046221254112046E-4
3503,3.2486773304194495E-6
4388,1.1046221254112046E-4
3483,1.1046221254112046E-4
9167,1.1046221254112046E-4
1428,1.1046221254112046E-4
281,1.1046221254112046E-4
6715,1.1046221254112046E-4
7813,1.1046221254112046E-4
571,1.1046221254112046E-4
9863,1.1046221254112046E-4
2073,1.1046221254112046E-4
1011,1.1046221254112046E-4
9856,1.1046221254112046E-4
1193,1.1046221254112046E-4
3585,1.1046221254112046E-4
4146,1.1046221254112046E-4
4060,1.1046221254112046E-4
9115,1.1046221254112046E-4
8076,1.1046221254112046E-4
2137,1.1046221254112046E-4
1366,1.1046221254112046E-4
9990,1.1046221254112046E-4
1986,1.1046221254112046E-4
5270,1.1046221254112046E-4
7863,1.1046221254112046E-4
6151,1.1046221254112046E-4
4580,1.1046221254112046E-4
3289,1.1046221254112046E-4
9220,1.1046221254112046E-4
8890,1.1046221254112046E-4
2661,1.1046221254112046E-4
6652,1.1046221254112046E-4
3348,1.1046221254112046E-4
124,1.1046221254112046E-4
3951,1.1046221254112046E-4
4129,1.1046221254112046E-4
8891,1.1046221254112046E-4
4556,1.1046221254112046E-4
7835,1.1046221254112046E-4
6210,1.046221254112045E-5
6800,1.1046221254112046E-4
