_1,_2
7994,1.1046221254112046E-4
6362,1.1046221254112046E-4
297,1.1046221254112046E-4
5950,1.1046221254112046E-4
363,1.1046221254112046E-4
4475,1.1046221254112046E-4
3622,1.1046221254112046E-4
8208,8.452212541120449E-6
6481,1.1046221254112046E-4
3030,1.1046221254112046E-4
3060,1.1046221254112046E-4
4312,1.1046221254112046E-4
2364,1.1046221254112046E-4
1683,1.1046221254112046E-4
8205,5.361207531120449E-6
5968,1.1046221254112046E-4
5791,1.1046221254112046E-4
5819,1.1046221254112046E-4
4315,1.1046221254112046E-4
777,1.1046221254112046E-4
9624,1.1046221254112046E-4
1812,1.1046221254112046E-4
4466,1.1046221254112046E-4
7271,1.1046221254112046E-4
5496,1.1046221254112046E-4
3774,1.1046221254112046E-4
6766,1.1046221254112046E-4
9234,1.1046221254112046E-4
9088,1.1046221254112046E-4
52,1.1046221254112046E-4
6457,1.1046221254112046E-4
5900,1.1046221254112046E-4
7806,6.4018115411204495E-6
7468,1.1046221254112046E-4
3861,1.1046221254112046E-4
3593,1.1046221254112046E-4
770,1.1046221254112046E-4
1485,1.1046221254112046E-4
4464,1.1046221254112046E-4
8176,1.1046221254112046E-4
768,1.1046221254112046E-4
3570,1.1046221254112046E-4
7078,1.1046221254112046E-4
9763,1.1046221254112046E-4
9076,1.1046221254112046E-4
2475,1.1046221254112046E-4
6318,1.1046221254112046E-4
1798,1.1046221254112046E-4
6221,1.1046221254112046E-4
2763,1.1046221254112046E-4
3147,1.1046221254112046E-4
9864,1.1046221254112046E-4
2138,1.1046221254112046E-4
8191,1.1046221254112046E-4
2183,1.1046221254112046E-4
1302,2.17654197831244E-6
1902,2.17654197831244E-6
