_1,_2
9377,1.1046221254112046E-4
971,1.1046221254112046E-4
1753,1.1046221254112046E-4
3360,1.1046221254112046E-4
832,1.1046221254112046E-4
7929,1.1046221254112046E-4
8156,1.1046221254112046E-4
6338,1.1046221254112046E-4
373,1.1046221254112046E-4
123,1.1046221254112046E-4
6955,1.1046221254112046E-4
4175,1.1046221254112046E-4
2476,1.1046221254112046E-4
4980,1.1046221254112046E-4
7708,8.452212541120449E-6
1629,1.1046221254112046E-4
7450,1.1046221254112046E-4
6666,1.1046221254112046E-4
8035,1.1046221254112046E-4
2411,1.1046221254112046E-4
9740,1.1046221254112046E-4
1264,1.1046221254112046E-4
3785,1.1046221254112046E-4
1992,1.1046221254112046E-4
4813,1.1046221254112046E-4
1018,1.1046221254112046E-4
5944,1.1046221254112046E-4
3100,1.1046221254112046E-4
1958,1.1046221254112046E-4
5277,1.1046221254112046E-4
1678,1.1046221254112046E-4
454,1.1046221254112046E-4
5712,1.1046221254112046E-4
3191,1.1046221254112046E-4
1448,1.1046221254112046E-4
8938,1.1046221254112046E-4
8370,1.1046221254112046E-4
4056,1.1046221254112046E-4
7050,1.1046221254112046E-4
2179,1.1046221254112046E-4
9810,1.046221254112045E-5
6260,1.1046221254112046E-4
342,1.1046221254112046E-4
379,1.1046221254112046E-4
3643,1.1046221254112046E-4
6192,1.1046221254112046E-4
965,1.1046221254112046E-4
5297,1.1046221254112046E-4
8797,1.1046221254112046E-4
3770,1.1046221254112046E-4
4468,1.1046221254112046E-4
6697,1.1046221254112046E-4
