_1,_2
7284,1.1046221254112046E-4
4726,1.1046221254112046E-4
5828,1.1046221254112046E-4
8131,1.1046221254112046E-4
7123,1.1046221254112046E-4
3482,1.1046221254112046E-4
2724,1.1046221254112046E-4
4727,1.1046221254112046E-4
233,1.1046221254112046E-4
225,1.1046221254112046E-4
1506,6.4018115411204495E-6
9053,1.1046221254112046E-4
7792,1.1046221254112046E-4
8375,1.1046221254112046E-4
924,1.1046221254112046E-4
93,1.1046221254112046E-4
9769,1.1046221254112046E-4
2042,1.1046221254112046E-4
5266,1.1046221254112046E-4
1633,1.1046221254112046E-4
2414,1.1046221254112046E-4
190,1.1046221254112046E-4
5633,1.1046221254112046E-4
232,1.1046221254112046E-4
5516,1.1046221254112046E-4
9988,1.1046221254112046E-4
6090,1.1046221254112046E-4
6740,1.1046221254112046E-4
758,1.1046221254112046E-4
3390,1.1046221254112046E-4
2148,1.1046221254112046E-4
6898,1.1046221254112046E-4
6924,1.1046221254112046E-4
157,1.1046221254112046E-4
8811,1.1046221254112046E-4
4386,1.1046221254112046E-4
8526,1.1046221254112046E-4
7454,1.1046221254112046E-4
5099,1.1046221254112046E-4
4376,1.1046221254112046E-4
9578,1.1046221254112046E-4
2774,1.1046221254112046E-4
3884,1.1046221254112046E-4
5042,1.1046221254112046E-4
7580,1.1046221254112046E-4
9878,1.1046221254112046E-4
7400,1.1046221254112046E-4
8872,1.1046221254112046E-4
