_1,_2
5615,1.1046221254112046E-4
1619,1.1046221254112046E-4
7334,1.1046221254112046E-4
9648,1.1046221254112046E-4
5179,1.1046221254112046E-4
8424,1.1046221254112046E-4
8465,1.1046221254112046E-4
1297,1.1046221254112046E-4
6168,1.1046221254112046E-4
4780,1.1046221254112046E-4
3038,1.1046221254112046E-4
1887,1.1046221254112046E-4
4436,1.1046221254112046E-4
3608,8.452212541120449E-6
6113,1.1046221254112046E-4
2434,1.1046221254112046E-4
5121,1.1046221254112046E-4
6087,1.1046221254112046E-4
4632,1.1046221254112046E-4
8835,1.1046221254112046E-4
9397,1.1046221254112046E-4
5393,1.1046221254112046E-4
3763,1.1046221254112046E-4
3944,1.1046221254112046E-4
532,1.1046221254112046E-4
1598,1.1046221254112046E-4
3052,1.1046221254112046E-4
8530,1.1046221254112046E-4
9057,1.1046221254112046E-4
438,1.1046221254112046E-4
7052,1.1046221254112046E-4
1790,1.1046221254112046E-4
9939,1.1046221254112046E-4
4253,1.1046221254112046E-4
9872,1.1046221254112046E-4
7493,1.1046221254112046E-4
5899,1.1046221254112046E-4
8398,1.1046221254112046E-4
3218,1.1046221254112046E-4
6264,1.1046221254112046E-4
391,1.1046221254112046E-4
2863,1.1046221254112046E-4
3714,1.1046221254112046E-4
7526,1.1046221254112046E-4
8342,1.1046221254112046E-4
5774,1.1046221254112046E-4
9536,1.1046221254112046E-4
5400,1.1046221254112046E-4
8624,1.1046221254112046E-4
4329,1.1046221254112046E-4
3188,1.1046221254112046E-4
1313,1.1046221254112046E-4
1840,1.1046221254112046E-4
821,1.1046221254112046E-4
4581,1.1046221254112046E-4
7836,1.1046221254112046E-4
8049,1.1046221254112046E-4
706,6.4018115411204495E-6
8434,1.1046221254112046E-4
1388,1.1046221254112046E-4
