_1,_2
6623,1.1046221254112046E-4
9182,1.1046221254112046E-4
8928,1.1046221254112046E-4
858,1.1046221254112046E-4
2387,1.1046221254112046E-4
1507,7.432112541120451E-6
9879,1.1046221254112046E-4
540,1.1046221254112046E-4
2999,1.1046221254112046E-4
897,1.1046221254112046E-4
3475,1.1046221254112046E-4
1395,1.1046221254112046E-4
4158,1.1046221254112046E-4
4929,1.1046221254112046E-4
1522,1.1046221254112046E-4
2811,1.1046221254112046E-4
6773,1.1046221254112046E-4
6393,1.1046221254112046E-4
3698,1.1046221254112046E-4
8105,5.361207531120449E-6
1721,1.1046221254112046E-4
7417,1.1046221254112046E-4
8932,1.1046221254112046E-4
4161,1.1046221254112046E-4
1990,1.1046221254112046E-4
2580,1.1046221254112046E-4
737,1.1046221254112046E-4
392,1.1046221254112046E-4
1460,1.1046221254112046E-4
8803,3.2486773304194495E-6
1127,1.1046221254112046E-4
5614,1.1046221254112046E-4
2235,1.1046221254112046E-4
1084,1.1046221254112046E-4
623,1.1046221254112046E-4
1896,1.1046221254112046E-4
4190,1.1046221254112046E-4
2563,1.1046221254112046E-4
1025,1.1046221254112046E-4
1483,1.1046221254112046E-4
3179,1.1046221254112046E-4
243,1.1046221254112046E-4
7168,1.1046221254112046E-4
3226,1.1046221254112046E-4
4219,1.1046221254112046E-4
9564,1.1046221254112046E-4
